Question,Answer 1,Answer 2,Answer 3,Answer 4,Correct,Image,Explanation
Which action potential is described as self-activating because its membrane slowly depolarizes between impulses?,Nodal-tissue cardiac action potential,Atrial action potential only,Skeletal muscle action potential in the comparison figure,Typical large-nerve action potential,1,,"Nodal tissue is described as self-activating via diastolic depolarization, producing autorhythmicity."
Which phase of the ventricular/Purkinje action potential is most associated with the long plateau?,Phase 0,Phase 2,Phase 4,Phase 3,2,,The slide labels phase 2 as the plateau phase.
Which phase of the ventricular/Purkinje action potential is rapid repolarization?,Phase 4 throughout the event being tested,Phase 0,Phase 3,Phase 1,3,,The slide explicitly identifies phase 3 as rapid repolarization due to K+ efflux.
Which phase of the ventricular/Purkinje action potential is rapid depolarization?,Phase 4,Phase 3,Phase 2,Phase 0,4,,Phase 0 is identified as rapid Na+ influx and corresponds to rapid depolarization.
Which statement best distinguishes a local potential from an action potential based on the slides?,"Local potentials can summate, whereas action potentials are all-or-none and propagate without decrement",Action potentials cannot propagate,Local potentials are always larger than action potentials,Only local potentials involve membrane voltage changes as the primary event in this diagram in this slide set,1,,"The slides state that local potentials can summate, while action potentials are all-or-none and propagate without decrement."
A stimulus produces a small depolarization that does not reach threshold. What would the threshold slide predict?,The membrane immediately reaches +132 mV,No full action potential is triggered,The cell enters a ventricular plateau,A full action potential must occur,2,,The properties slide states that depolarization must exceed threshold to trigger an action potential.
A stronger stimulus produces a larger local depolarization before threshold is reached. Which property is this demonstrating?,Absolute refractoriness,All-or-none behavior of action potentials,Graded behavior of local potentials,Saltatory conduction,3,,The local-potential figure shows larger graded responses to stronger stimuli.
Which statements about saltatory conduction are supported by the slides?,It conserves energy because only nodes depolarize,It requires every internodal segment to generate a full action potential,It occurs along myelinated axons with nodes of Ranvier,It increases transmission velocity,"1,3,4",,"The saltatory-conduction slide shows myelin and nodes, and states that it increases velocity and conserves energy because only the nodes depolarize."
Which statements about ventricular/Purkinje phase 2 are supported by the slides?,It is driven by rapid Na+ influx only,It is the plateau phase,Ca2+ moves inward,K+ moves outward,"2,3,4",,The ventricular/Purkinje slide defines phase 2 as the plateau with Ca2+ influx and K+ efflux.
Which statements about nodal tissue are supported by the slides?,It has a stable −90 mV resting membrane potential with no spontaneous depolarization,Phase 0 is mainly Ca2+ influx,It shows diastolic depolarization,It is autorhythmic,"2,3,4",,"The nodal slide describes spontaneous diastolic depolarization, autorhythmicity, and a Ca2+-dominated slow phase 0."
Which statements about refractory periods are correct according to the slides?,No stimulus can excite during the absolute refractory period,Excitability is maximal throughout the absolute period,A stronger-than-normal stimulus may excite during the relative refractory period,The relative period occurs before the absolute period,"1,3",,The slides define the absolute period as completely inexcitable and the relative period as requiring a stronger stimulus.
"In the ion-distribution figure, which approximate extracellular Na+ concentration is shown?",About 4 mEq/L,About 140 mEq/L of K+,About 10 mEq/L,About 142 mEq/L,4,,The ion-distribution figure lists extracellular Na+ at about 142 mEq/L.
"In the ion-distribution figure, which approximate intracellular K+ concentration is shown?",About 140 mEq/L,About 142 mEq/L,About 10 mEq/L,About 4 mEq/L,1,,The figure lists intracellular K+ at about 140 mEq/L.
"In the ion-distribution figure, which approximate extracellular K+ concentration is shown?",About 142 mEq/L,About 4 mEq/L,About 140 mEq/L,About 103 mEq/L,2,,The figure lists extracellular K+ at about 4 mEq/L.
"In the ion-distribution figure, which approximate intracellular Na+ concentration is shown?",About 142 mEq/L,About 4 mEq/L,About 10 mEq/L,About 140 mEq/L,3,,The figure lists intracellular Na+ at about 10 mEq/L.
"In the ion-distribution figure, approximately how does extracellular Ca2+ compare with intracellular Ca2+?",Intracellular Ca2+ is vastly higher,The figure shows no calcium difference,They are approximately equal,Extracellular Ca2+ is vastly higher,4,,The figure shows about 2.4 mEq/L Ca2+ outside versus about 0.0001 mEq/L inside.
Which side of the membrane contains much more protein according to the distribution figure?,Intracellular fluid,Extracellular fluid,Proteins are absent from both compartments,Both contain exactly the same amount,1,,The distribution figure shows a much higher protein concentration inside the cell.
What approximate intracellular protein concentration is shown in the distribution figure?,About 35 g/dL,About 16 g/dL,About 2 g/dL,About 0.5 g/dL,2,,The ion-distribution figure shows approximately 16 g/dL of protein intracellularly.
What approximate extracellular protein concentration is shown in the distribution figure?,About 40 g/dL,About 0.0001 g/dL,About 2 g/dL,About 16 g/dL,3,,The figure shows approximately 2 g/dL of protein in extracellular fluid.
What is the usual resting polarity of an inactive excitable cell?,Polarity alternates every millisecond at rest,Inside positive relative to outside,No voltage difference exists,Inside negative relative to outside,4,,The RMP slide defines rest as having the inside negative relative to the outside.
Which ion is most important for maintaining the resting membrane potential because of high resting permeability?,K+,Ca2+,Na+,Phosphate,1,,The slides emphasize that greater resting K+ permeability makes K+ the dominant determinant of RMP.
What happens to membrane voltage when inward Na+ current exceeds outward K+ current at threshold?,The membrane instantly hyperpolarizes,Depolarization accelerates through positive feedback,The cell returns to resting voltage throughout the event being tested,The plateau ends immediately,2,,The initiation slide states that threshold begins the Na+-channel positive-feedback rise.
Which event corresponds most closely to the peak/overshoot region of a nerve action potential?,The membrane is at its resting −70 mV,The cell is in phase 4 of a cardiac nodal action potential,The membrane potential is positive relative to 0 mV,Only the Na+-K+ pump is active,3,,The nerve-action-potential figure labels the positive region above 0 mV as overshoot.
Which event follows the rapid spike in the neuronal action-potential tracing?,Immediate loss of all K+ permeability,Only spatial summation,A permanent plateau at +35 mV,Repolarization and possible after-potentials,4,,"The slides show repolarization after the spike, followed by after-depolarization/after-hyperpolarization features."
What does increased PK mean in the K+ negative-feedback diagram?,Increased membrane permeability to K+,Increased permeability to Na+,Increased pump ATP consumption only,Increased intracellular protein concentration,1,,"In the diagram, PK denotes potassium permeability; its increase leads to greater K+ efflux."
What does increased PNa mean in the Na+ positive-feedback diagram?,Increased refractory duration,Increased membrane permeability to Na+,Increased K+ concentration inside,Increased membrane thickness as the primary event in this diagram,2,,"In the diagram, PNa denotes sodium permeability; increasing it promotes Na+ influx."
Which process directly restores the negative membrane potential during nerve repolarization?,Inward Na+ diffusion,Inward protein diffusion,Outward K+ diffusion,Outward Ca2+ plateau current,3,,The repolarization slide states that rapid outward K+ diffusion re-establishes the negative potential.
Why does the Na+ activation gate not stay open throughout the entire action potential?,The channel is removed from the membrane instantly,K+ physically blocks the activation gate from outside,The activation gate converts into a pump,The slower inactivation gate closes after activation,4,,The sodium-channel slide shows rapid activation followed by slower inactivation.
Which statement about the K+ channel is most consistent with the slide timing?,Its opening is delayed relative to rapid Na+ activation,It is closed throughout the action potential,It opens fully before any Na+ channel responds,It never contributes to repolarization,1,,"The slide describes slow K+ channel opening as the membrane depolarizes, coinciding with Na+ inactivation."
Which process occurs after an action potential to restore ionic gradients even though the membrane voltage can repolarize before full gradient restoration?,Loss of all intracellular K+,Increased Na+-K+ pump activity,Continuous Ca2+ plateau current,Permanent Na+ channel activation,2,,The slides separately show rapid electrical repolarization and later re-establishment of Na+/K+ gradients by the pump.
What is the relationship between threshold and the all-or-none property?,Once threshold is crossed the action potential becomes smaller,Threshold applies only to the Na+-K+ pump,Crossing threshold triggers the full action potential,Threshold determines the height of every graded local potential only,3,,The slides state both that threshold must be exceeded and that the resulting action potential is all-or-none.
"In a branched nerve fiber undergoing continuous conduction, what happens once an action potential starts?",Propagation stops at every branch point,Only the stimulated point can depolarize,The potential becomes a local nonpropagated signal,Excitation can spread along the branches away from the stimulus,4,,The continuous-conduction slide states that the action potential travels away from the stimulus even along branches.
What feature of myelin is functionally emphasized by the saltatory-conduction slide?,Internodal regions do not need to depolarize fully,Myelin creates the action potential inside the nucleus,Myelin makes conduction entirely chemical,Myelin removes nodes of Ranvier,1,,"The slide emphasizes that only nodes depolarize, which speeds conduction and saves energy."
Which phase immediately follows the plateau phase in ventricular/Purkinje fibers?,Phase 4 diastolic depolarization,Phase 3 rapid repolarization,Phase 0 rapid depolarization,Phase 1 threshold summation,2,,The phase sequence on the slide shows phase 2 plateau followed by phase 3 rapid repolarization.
Which phase comes between phase 0 and phase 2 in the ventricular/Purkinje action potential?,Phase 4,No phase lies between them,Phase 1,Phase 3,3,,"The slide lists the sequence as phase 0, phase 1, phase 2, phase 3, and phase 4."
Which cardiac action potential has a spontaneous pacemaker potential rather than a stable flat phase 4?,Atrial myocardium only,Purkinje fast-response fiber as drawn,Ventricular myocardium,Nodal tissue,4,,The nodal-tissue slide shows a pacemaker potential caused by slow diastolic depolarization.
The atrial action potential is shorter mainly in which sense shown on the slide?,Its overall duration and refractory period are shorter than the ventricular action potential,Its resting membrane potential is always positive,Its phase 0 is absent in the process shown on the slide in this slide set in this slide set in this slide set,It has a longer plateau than the ventricle,1,,"The atrial slide explicitly states that it is smaller and shorter, with a shorter refractory period."
Which tracing on the smooth-muscle slide demonstrates spontaneous repetitive spikes linked to slow waves?,Tracing A,Tracing B,Tracing C,None of the tracings,2,,The final slide identifies B as repetitive spike potentials elicited by spontaneous slow rhythmical waves.
Which tracing on the smooth-muscle slide demonstrates a plateau action potential?,All three equally,Tracing A,Tracing C,Tracing B,3,,The final slide identifies C as an action potential with a plateau.
Which tracing on the smooth-muscle slide is produced by an external stimulus?,Tracing B only,Neither A nor B nor C,Tracing C only,Tracing A,4,,The final slide identifies A as a typical spike potential elicited by an external stimulus.
"In the integrated action-potential/refractory figure, when are Na+ channels shown as inactivated while K+ channels are open?",During the falling phase associated with repolarization,Only after full recovery of excitability,At resting baseline before stimulation,During the stable ventricular plateau,1,,The figure aligns Na+ channel inactivation and K+ channel opening with the repolarizing portion of the neuronal action potential.
"According to the integrated figure, which ion's permeability rises first during the nerve action potential?",K+ permeability,Na+ permeability,Protein permeability,Ca2+ permeability,2,,The figure shows a sharp early rise in Na+ permeability followed by a later rise in K+ permeability.
"According to the integrated figure, which ion's permeability peaks later and more broadly?",Phosphate permeability,Na+ permeability,K+ permeability,Protein permeability,3,,The integrated figure shows K+ permeability rising more slowly and peaking later than Na+ permeability.
Which variable is the key distinction between the Nernst and GHK approaches shown in the slides?,Nernst applies only to mechanical stimuli,GHK ignores ion concentration,Nernst includes muscle tension while GHK does not,GHK includes relative permeability of multiple ions,4,,The Nernst equation is presented for one ion's equilibrium potential; GHK combines multiple permeant ions and their relative permeabilities.
Why is the resting membrane potential closer to the K+ equilibrium potential than the Na+ equilibrium potential?,Resting K+ permeability is much greater than resting Na+ permeability,Na+ has no concentration gradient,Na+ and K+ have identical permeabilities,K+ cannot cross the membrane at rest,1,,The slides show PK much greater than PNa and state that K+ channels largely maintain the RMP.
What is the central idea of the slide's RMP summary?,Membrane voltage requires equal ion concentrations on both sides,"K+ leaves down its gradient while fixed negative intracellular proteins remain, producing a negative interior",Na+ influx at rest makes the cell interior positive,The Na+-K+ pump alone creates the full membrane potential instantly throughout the event being tested in this slide set,2,,The summary slide attributes RMP mainly to K+ leaving through K+ channels while negative intracellular proteins remain behind.
